record_id,visit_date,month,season,region,state,city,attraction,origin_country,party_type,party_size,accommodation,purpose,stay_nights,avg_spend_usd_per_person,satisfaction_rating_1_5
1277,2020-02-13,2,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Solo,2,Resort,Leisure,3,181.38,4.2
1278,2020-05-29,5,Spring,West,CA,Yosemite,Yosemite National Park,United States,Family,1,Hotel,Leisure,3,181.92,3.8
1279,2022-03-28,3,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Hotel,Leisure,3,232.51,4.4
1280,2021-05-05,5,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,1,Hotel,Leisure,0,209.68,3.3
1281,2023-02-05,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Group,2,Hotel,Leisure,3,114.53,4.6
1282,2019-10-30,10,Autumn,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Hotel,Leisure,2,78.37,3.5
1283,2021-07-08,7,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,Other,Couple,1,Resort,Leisure,5,197.28,4.1
1284,2018-09-20,9,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,Germany,Group,1,Friends/Family,Leisure,3,169.5,4.3
1285,2018-01-15,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,1,Resort,Visiting Friends/Family,3,323.06,4.6
1286,2018-11-21,11,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,2,Hotel,Leisure,3,190.32,5.0
1287,2025-10-10,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,2,Vacation Rental,Leisure,2,223.55,4.2
1288,2018-02-07,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Couple,4,Hotel,Event/Conference,2,137.94,4.0
1289,2021-07-06,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,2,Hotel,Leisure,4,179.12,3.7
1290,2020-02-19,2,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United Kingdom,Family,4,Hotel,Leisure,3,155.46,3.0
1291,2018-03-07,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Couple,2,Hotel,Leisure,4,183.14,4.3
1292,2023-08-24,8,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,3,Hotel,Leisure,1,202.77,3.7
1293,2018-01-12,1,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,Germany,Family,1,Resort,Leisure,2,221.07,4.0
1294,2025-09-04,9,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Couple,1,Camping,Leisure,5,169.41,3.8
1295,2023-10-07,10,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,Canada,Couple,1,Hotel,Event/Conference,4,40.46,3.4
1296,2018-03-24,3,Spring,South,FL,Miami,South Beach / Art Deco,United Kingdom,Solo,4,Friends/Family,Leisure,2,110.04,4.4
1297,2020-07-28,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,5,Hotel,Leisure,5,172.27,4.7
1298,2024-10-04,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,Other,Family,1,Hotel,Visiting Friends/Family,1,182.45,3.1
1299,2018-09-15,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,4,Resort,Leisure,1,161.81,3.7
1300,2023-03-12,3,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,Brazil,Couple,1,Camping,Leisure,3,203.0,4.2
1301,2018-06-17,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,India,Solo,2,Vacation Rental,Leisure,2,208.9,3.7
1302,2021-12-24,12,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,1,Vacation Rental,Leisure,10,170.26,4.3
1303,2018-03-19,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,3,Hotel,Leisure,3,268.78,4.0
1304,2023-04-26,4,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,2,Hotel,Leisure,5,105.97,4.3
1305,2024-10-25,10,Autumn,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,2,Hotel,Leisure,4,237.16,4.2
1306,2019-01-17,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,United Kingdom,Family,2,Hotel,Leisure,5,186.92,4.3
1307,2019-06-15,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,1,Hotel,Leisure,2,175.38,4.5
1308,2020-06-26,6,Summer,West,WY,Yellowstone,Yellowstone National Park,China,Solo,2,Vacation Rental,Leisure,4,128.78,4.3
1309,2024-02-16,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,4,Hotel,Business,3,144.04,4.0
1310,2024-10-21,10,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Group,2,Vacation Rental,Leisure,3,227.49,4.7
1311,2023-07-05,7,Summer,South,FL,Miami,South Beach / Art Deco,United States,Family,3,Vacation Rental,Event/Conference,1,134.15,4.2
1312,2023-07-12,7,Summer,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Solo,3,Hotel,Leisure,3,291.22,5.0
1313,2022-07-30,7,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,Germany,Family,3,Hotel,Leisure,5,132.95,3.6
1314,2018-01-22,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,United States,Couple,1,Hotel,Leisure,0,197.27,4.5
1315,2020-06-02,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Camping,Leisure,5,190.4,3.6
1316,2022-02-22,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,2,Hotel,Leisure,3,127.56,4.1
1317,2024-05-10,5,Spring,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,3,Vacation Rental,Business,4,249.71,5.0
1318,2025-04-08,4,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Couple,6,Hostel,Business,3,240.64,4.0
1319,2024-09-28,9,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,3,Hotel,Leisure,2,261.33,4.1
1320,2021-08-17,8,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Solo,2,Hotel,Leisure,4,146.74,4.4
1321,2020-06-12,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,3,Hotel,Business,3,197.06,3.9
1322,2020-11-25,11,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Couple,2,Hotel,Leisure,2,74.08,4.1
1323,2018-12-22,12,Winter,West,CA,Yosemite,Yosemite National Park,United States,Solo,1,Resort,Business,4,143.4,4.0
1324,2019-04-05,4,Spring,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,2,Friends/Family,Business,2,283.57,3.5
1325,2019-01-12,1,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United Kingdom,Family,2,Vacation Rental,Event/Conference,5,233.81,4.7
1326,2025-08-28,8,Summer,South,FL,Miami,South Beach / Art Deco,China,Couple,1,Resort,Leisure,3,234.56,3.3
1327,2020-02-26,2,Winter,South,FL,Miami,South Beach / Art Deco,United States,Couple,2,Hotel,Leisure,8,84.68,4.7
1328,2023-07-17,7,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Friends/Family,Leisure,3,93.05,4.0
1329,2020-10-18,10,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,China,Family,3,Hotel,Business,2,164.95,4.1
1330,2019-08-13,8,Summer,Northeast,NY,New York City,Statue of Liberty / Times Square,India,Solo,1,Hotel,Leisure,3,152.2,4.7
1331,2022-03-28,3,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Solo,1,Hotel,Leisure,2,41.6,5.0
1332,2020-10-02,10,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,3,Vacation Rental,Leisure,6,224.35,3.3
1333,2019-05-23,5,Spring,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Family,1,Hotel,Leisure,2,162.02,4.5
1334,2024-06-12,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,4,Hotel,Leisure,5,124.35,4.6
1335,2018-09-10,9,Autumn,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,United States,Couple,1,Resort,Leisure,0,161.56,4.3
1336,2022-03-18,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,2,Hotel,Leisure,4,346.8,5.0
1337,2024-05-12,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Family,3,Hotel,Visiting Friends/Family,4,176.94,3.8
1338,2021-10-13,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,3,Hotel,Leisure,6,209.63,4.2
1339,2023-09-02,9,Autumn,West,CA,Yosemite,Yosemite National Park,Other,Couple,1,Hotel,Leisure,3,163.67,4.3
1340,2022-10-20,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,1,Hotel,Business,1,289.83,5.0
1341,2025-02-24,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,India,Couple,1,Hotel,Leisure,3,214.49,4.0
1342,2021-09-12,9,Autumn,South,FL,Miami,South Beach / Art Deco,Germany,Couple,2,Hotel,Leisure,2,147.21,4.0
1343,2023-10-13,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Couple,2,Hotel,Leisure,3,146.48,3.7
1344,2022-08-16,8,Summer,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,1,Hostel,Business,6,223.16,2.5
1345,2025-09-24,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Resort,Education/Research,2,181.84,5.0
1346,2025-10-15,10,Autumn,South,FL,Miami,South Beach / Art Deco,Other,Couple,3,Hotel,Leisure,1,150.66,3.8
1347,2025-09-06,9,Autumn,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Family,4,Vacation Rental,Business,0,244.6,4.3
1348,2018-01-18,1,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,4,Hotel,Business,4,191.03,3.7
1349,2025-05-27,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Hotel,Leisure,3,338.73,4.3
1350,2020-12-02,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,India,Solo,1,Vacation Rental,Leisure,5,287.17,5.0
1351,2019-11-30,11,Autumn,West,WA,Seattle,Pike Place / Space Needle,United Kingdom,Family,1,Hotel,Leisure,2,127.72,3.7
1352,2019-12-15,12,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Family,2,Hotel,Leisure,6,205.01,3.9
1353,2020-10-03,10,Autumn,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,1,Hotel,Leisure,6,254.17,3.9
1354,2020-10-08,10,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Solo,4,Vacation Rental,Leisure,4,199.2,4.3
1355,2021-08-27,8,Summer,South,FL,Miami,South Beach / Art Deco,United States,Solo,3,Resort,Leisure,3,208.12,4.1
1356,2018-09-05,9,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,Australia,Couple,2,Hostel,Leisure,2,251.27,3.3
1357,2019-11-03,11,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,3,Hotel,Leisure,2,221.93,5.0
1358,2023-01-28,1,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,3,Camping,Visiting Friends/Family,1,298.14,5.0
1359,2025-07-30,7,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Couple,1,Resort,Business,6,165.22,3.6
1360,2025-10-27,10,Autumn,Northeast,NY,Niagara Falls,Niagara Falls,United States,Solo,2,Hotel,Leisure,1,157.2,4.1
1361,2024-06-07,6,Summer,Northeast,NY,Niagara Falls,Niagara Falls,United Kingdom,Couple,4,Hostel,Leisure,1,120.43,4.5
1362,2021-01-29,1,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Leisure,4,314.56,5.0
1363,2022-02-17,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Family,2,Vacation Rental,Leisure,2,267.06,4.2
1364,2018-10-23,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,3,Hotel,Leisure,5,314.7,3.9
1365,2025-05-16,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,1,Hotel,Leisure,3,208.8,5.0
1366,2019-11-11,11,Autumn,Northeast,NY,Niagara Falls,Niagara Falls,United States,Couple,1,Vacation Rental,Leisure,2,177.47,5.0
1367,2021-11-16,11,Autumn,West,WA,Seattle,Pike Place / Space Needle,Other,Family,2,Hotel,Leisure,4,247.57,3.3
1368,2020-08-09,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Hotel,Leisure,1,201.3,4.1
1369,2018-02-04,2,Winter,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Solo,2,Hotel,Leisure,0,246.11,4.0
1370,2023-07-21,7,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Couple,2,Hotel,Leisure,1,224.49,5.0
1371,2019-05-22,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United Kingdom,Family,1,Friends/Family,Leisure,2,209.15,4.7
1372,2025-05-09,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,Canada,Family,2,Resort,Event/Conference,0,299.16,3.7
1373,2022-06-17,6,Summer,Northeast,DC,Washington DC,National Mall / Museums,China,Couple,1,Vacation Rental,Leisure,0,171.79,3.9
1374,2023-08-07,8,Summer,South,FL,Miami,South Beach / Art Deco,United States,Family,4,Resort,Leisure,4,161.1,4.4
1375,2018-03-07,3,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,4,Hotel,Education/Research,1,164.33,5.0
1376,2023-01-07,1,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Couple,3,Hotel,Education/Research,7,209.68,3.5
1377,2025-10-13,10,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,2,Hotel,Leisure,2,349.0,3.1
1378,2019-10-16,10,Autumn,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,6,Hotel,Event/Conference,2,150.57,5.0
1379,2023-11-05,11,Autumn,Northeast,NY,New York City,Statue of Liberty / Times Square,India,Group,3,Hotel,Business,6,167.78,4.1
1380,2024-05-14,5,Spring,West,WA,Seattle,Pike Place / Space Needle,United States,Family,1,Friends/Family,Leisure,4,272.5,5.0
1381,2023-12-13,12,Winter,South,FL,Miami,South Beach / Art Deco,United Kingdom,Group,2,Resort,Leisure,1,295.04,4.9
1382,2018-08-25,8,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,4,Hotel,Leisure,3,203.32,3.9
1383,2023-05-31,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Couple,1,Hotel,Business,0,183.23,4.3
1384,2018-11-23,11,Autumn,West,CA,Los Angeles,Hollywood / Beaches,Other,Family,2,Hotel,Business,1,154.3,3.4
1385,2025-10-15,10,Autumn,West,CA,Yosemite,Yosemite National Park,United States,Group,4,Hotel,Leisure,3,131.59,3.8
1386,2024-05-06,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,4,Hotel,Leisure,3,200.53,3.8
1387,2019-08-25,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,1,Resort,Leisure,4,102.82,3.2
1388,2023-11-01,11,Autumn,West,WA,Seattle,Pike Place / Space Needle,United States,Family,2,Camping,Leisure,2,92.64,4.8
1389,2025-08-18,8,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Solo,1,Vacation Rental,Business,3,234.73,4.6
1390,2025-03-16,3,Spring,South,FL,Miami,South Beach / Art Deco,United States,Group,5,Hotel,Leisure,5,222.35,3.7
1391,2024-05-23,5,Spring,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,1,Vacation Rental,Leisure,2,79.64,4.0
1392,2018-05-03,5,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,1,Hotel,Leisure,4,244.92,4.0
1393,2025-09-06,9,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,Canada,Family,1,Hotel,Leisure,6,282.29,3.7
1394,2018-12-26,12,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Group,2,Hotel,Leisure,2,127.37,3.9
1395,2025-02-08,2,Winter,West,WA,Seattle,Pike Place / Space Needle,United States,Family,4,Resort,Leisure,2,121.5,3.9
1396,2018-09-10,9,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,Canada,Solo,3,Resort,Leisure,1,160.79,3.5
1397,2023-01-22,1,Winter,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Solo,1,Friends/Family,Leisure,2,253.78,4.4
1398,2018-03-28,3,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,Canada,Group,3,Hotel,Leisure,4,269.12,4.4
1399,2018-10-24,10,Autumn,West,CA,Los Angeles,Hollywood / Beaches,United Kingdom,Family,3,Hotel,Leisure,2,255.61,3.9
1400,2025-08-15,8,Summer,West,CA,San Francisco,Golden Gate / Alcatraz,United States,Group,2,Hotel,Leisure,2,196.51,4.4
1401,2020-07-01,7,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,Other,Family,2,Hotel,Event/Conference,3,120.32,4.2
1402,2020-07-24,7,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,1,Vacation Rental,Leisure,4,292.81,4.4
1403,2019-05-20,5,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,3,Hotel,Visiting Friends/Family,0,141.66,4.8
1404,2024-11-03,11,Autumn,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Solo,1,Hotel,Leisure,4,187.75,4.3
1405,2019-12-31,12,Winter,South,FL,Miami,South Beach / Art Deco,Canada,Family,3,Friends/Family,Leisure,2,218.84,4.3
1406,2020-12-15,12,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Group,1,Camping,Leisure,2,211.61,3.7
1407,2023-04-20,4,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Couple,1,Vacation Rental,Leisure,5,257.89,4.9
1408,2024-02-01,2,Winter,Northeast,DC,Washington DC,National Mall / Museums,United States,Family,2,Hotel,Business,1,214.69,4.8
1409,2022-01-20,1,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Solo,1,Resort,Leisure,4,212.69,5.0
1410,2022-10-24,10,Autumn,Northeast,MA,Boston,Freedom Trail / Harvard,Germany,Solo,6,Hotel,Visiting Friends/Family,3,175.64,4.6
1411,2020-09-30,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United Kingdom,Group,1,Resort,Leisure,5,220.16,4.2
1412,2024-07-30,7,Summer,West,CA,Los Angeles,Hollywood / Beaches,United States,Group,2,Resort,Leisure,1,168.76,3.3
1413,2022-12-03,12,Winter,South,FL,Miami,South Beach / Art Deco,United States,Solo,3,Friends/Family,Leisure,2,153.02,3.6
1414,2018-12-29,12,Winter,South,FL,Miami,South Beach / Art Deco,United States,Couple,5,Hotel,Leisure,3,206.92,4.2
1415,2020-10-16,10,Autumn,South,FL,Miami,South Beach / Art Deco,United States,Couple,2,Resort,Leisure,5,162.63,5.0
1416,2019-10-01,10,Autumn,West,WY,Yellowstone,Yellowstone National Park,United States,Solo,4,Hotel,Visiting Friends/Family,1,116.91,3.9
1417,2025-05-31,5,Spring,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Family,2,Resort,Leisure,0,275.92,4.5
1418,2022-06-20,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Hotel,Leisure,6,67.64,4.0
1419,2021-01-30,1,Winter,West,CA,Los Angeles,Hollywood / Beaches,United States,Family,3,Hotel,Leisure,0,129.03,4.7
1420,2025-06-26,6,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,United States,Family,1,Hotel,Leisure,4,109.7,3.6
1421,2019-02-12,2,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,United States,Couple,1,Hotel,Leisure,4,143.39,4.3
1422,2021-04-15,4,Spring,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Family,2,Friends/Family,Leisure,4,204.91,3.7
1423,2020-02-06,2,Winter,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Family,2,Hotel,Business,3,155.38,5.0
1424,2025-02-21,2,Winter,Northeast,MA,Boston,Freedom Trail / Harvard,China,Couple,3,Camping,Business,2,186.74,3.6
1425,2018-05-23,5,Spring,Northeast,VT,Vermont (Stowe),Fall Foliage / Skiing,India,Solo,1,Resort,Business,3,143.03,4.6
1426,2018-06-09,6,Summer,Midwest,IL,Chicago,Millennium Park / Navy Pier,United States,Group,3,Hostel,Leisure,3,232.83,3.4
1427,2020-06-01,6,Summer,West,CA,Los Angeles,Hollywood / Beaches,Australia,Family,1,Hotel,Leisure,1,148.75,5.0
1428,2020-09-26,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Solo,3,Camping,Visiting Friends/Family,4,110.64,3.6
1429,2019-09-12,9,Autumn,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Family,3,Hotel,Business,8,194.61,4.0
1430,2025-07-30,7,Summer,South,FL,Miami,South Beach / Art Deco,Canada,Couple,3,Hotel,Leisure,3,216.77,3.9
1431,2021-07-08,7,Summer,West,WY,Yellowstone,Yellowstone National Park,United States,Family,4,Hotel,Leisure,5,124.82,5.0
1432,2023-02-03,2,Winter,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,2,Hotel,Visiting Friends/Family,3,235.52,3.6
1433,2025-06-01,6,Summer,Northeast,MA,Boston,Freedom Trail / Harvard,India,Group,2,Vacation Rental,Leisure,0,190.1,4.7
1434,2019-08-13,8,Summer,West,AZ,Grand Canyon,Grand Canyon National Park,Germany,Family,1,Hotel,Leisure,2,108.38,4.4
1435,2018-04-13,4,Spring,West,WY,Yellowstone,Yellowstone National Park,Other,Couple,2,Vacation Rental,Business,4,91.19,4.1
1436,2020-03-08,3,Spring,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Hotel,Event/Conference,9,193.38,4.3
1437,2023-06-27,6,Summer,West,NV,Las Vegas,The Strip / Casinos / Shows,United States,Couple,1,Camping,Leisure,3,248.26,4.8
1438,2024-01-12,1,Winter,West,AZ,Grand Canyon,Grand Canyon National Park,Canada,Group,1,Resort,Business,4,136.1,5.0
1439,2018-10-18,10,Autumn,West,WY,Yellowstone,Yellowstone National Park,Other,Family,1,Hotel,Leisure,4,129.42,3.3
1440,2019-04-03,4,Spring,Northeast,DC,Washington DC,National Mall / Museums,United States,Group,3,Vacation Rental,Leisure,3,175.5,5.0
1441,2018-06-01,6,Summer,South,FL,Orlando,Walt Disney World / Universal Studios,United States,Couple,2,Hotel,Leisure,1,200.91,4.8
1442,2022-12-16,12,Winter,Northeast,NY,New York City,Statue of Liberty / Times Square,United States,Group,2,Vacation Rental,Leisure,3,289.15,3.6
